Datatype,Source,Target,Product,Valuetype,Year,Value,
Detailed trade matrix,Luxembourg,France,Cattle,Import Quantity (Head),2011,2368.0,
Detailed trade matrix,Luxembourg,France,Soybeans,Import Quantity (tonnes),2011,31.0,*
Detailed trade matrix,Luxembourg,Germany,Cattle,Import Quantity (Head),2011,1197.0,*
Detailed trade matrix,Luxembourg,Germany,Soybeans,Import Quantity (tonnes),2011,118.0,
Detailed trade matrix,Luxembourg,Netherlands,Cattle,Import Quantity (Head),2011,6.0,
Detailed trade matrix,Luxembourg,Netherlands,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Luxembourg,Romania,Cattle,Import Quantity (Head),2011,106.0,
Detailed trade matrix,Madagascar,China,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Madagascar,"China, mainland",Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Madagascar,South Africa,Soybeans,Import Quantity (tonnes),2011,108.0,
Detailed trade matrix,Malawi,China,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Malawi,"China, mainland",Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Malawi,Ethiopia,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,Malawi,Ghana,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Malawi,South Africa,Cattle,Import Quantity (Head),2011,40.0,
Detailed trade matrix,Malawi,South Africa,Soybeans,Import Quantity (tonnes),2011,10.0,
Detailed trade matrix,Malawi,United Republic of Tanzania,Cattle,Import Quantity (Head),2011,80.0,
Detailed trade matrix,Malawi,Zambia,Soybeans,Import Quantity (tonnes),2011,30.0,
Detailed trade matrix,Malawi,Zimbabwe,Soybeans,Import Quantity (tonnes),2011,50.0,
Detailed trade matrix,Malaysia,Argentina,Soybeans,Import Quantity (tonnes),2011,86119.0,
Detailed trade matrix,Malaysia,Australia,Cattle,Import Quantity (Head),2011,16776.0,
Detailed trade matrix,Malaysia,Australia,Soybeans,Import Quantity (tonnes),2011,268.0,
Detailed trade matrix,Malaysia,Brazil,Soybeans,Import Quantity (tonnes),2011,2143.0,
Detailed trade matrix,Malaysia,Canada,Soybeans,Import Quantity (tonnes),2011,63884.0,
Detailed trade matrix,Malaysia,Chile,Cattle,Import Quantity (Head),2011,5.0,
Detailed trade matrix,Malaysia,China,Soybeans,Import Quantity (tonnes),2011,23523.0,
Detailed trade matrix,Malaysia,"China, mainland",Soybeans,Import Quantity (tonnes),2011,23443.0,
Detailed trade matrix,Malaysia,"China, Taiwan Province of",Soybeans,Import Quantity (tonnes),2011,80.0,
Detailed trade matrix,Malaysia,India,Cattle,Import Quantity (Head),2011,1436.0,
Detailed trade matrix,Malaysia,India,Soybeans,Import Quantity (tonnes),2011,3889.0,
Detailed trade matrix,Malaysia,Indonesia,Cattle,Import Quantity (Head),2011,4.0,
Detailed trade matrix,Malaysia,Indonesia,Soybeans,Import Quantity (tonnes),2011,200.0,
Detailed trade matrix,Malaysia,Japan,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Malaysia,Myanmar,Cattle,Import Quantity (Head),2011,355.0,
Detailed trade matrix,Malaysia,New Zealand,Cattle,Import Quantity (Head),2011,8230.0,
Detailed trade matrix,Malaysia,New Zealand,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Malaysia,Paraguay,Soybeans,Import Quantity (tonnes),2011,44334.0,
Detailed trade matrix,Malaysia,Singapore,Soybeans,Import Quantity (tonnes),2011,20.0,
Detailed trade matrix,Malaysia,South Africa,Soybeans,Import Quantity (tonnes),2011,40143.0,
Detailed trade matrix,Malaysia,Sri Lanka,Soybeans,Import Quantity (tonnes),2011,95.0,
Detailed trade matrix,Malaysia,Thailand,Cattle,Import Quantity (Head),2011,107453.0,
Detailed trade matrix,Malaysia,Ukraine,Soybeans,Import Quantity (tonnes),2011,93.0,
Detailed trade matrix,Malaysia,United States of America,Soybeans,Import Quantity (tonnes),2011,372046.0,
Detailed trade matrix,Malaysia,Uruguay,Soybeans,Import Quantity (tonnes),2011,525.0,
Detailed trade matrix,Malaysia,Viet Nam,Cattle,Import Quantity (Head),2011,338.0,
Detailed trade matrix,Maldives,Australia,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Maldives,India,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Maldives,Singapore,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Maldives,Sri Lanka,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Maldives,Thailand,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Maldives,United Arab Emirates,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Malta,Belgium,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Malta,Bulgaria,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Malta,Italy,Cattle,Import Quantity (Head),2011,145.0,
Detailed trade matrix,Malta,Netherlands,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Malta,United Kingdom,Soybeans,Import Quantity (tonnes),2011,34.0,
Detailed trade matrix,Mauritania,Spain,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Mauritius,Australia,Cattle,Import Quantity (Head),2011,3006.0,
Detailed trade matrix,Mauritius,Canada,Soybeans,Import Quantity (tonnes),2011,135.0,
Detailed trade matrix,Mauritius,China,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Mauritius,"China, mainland",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Mauritius,India,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Mauritius,Kenya,Cattle,Import Quantity (Head),2011,2727.0,
Detailed trade matrix,Mauritius,Malaysia,Soybeans,Import Quantity (tonnes),2011,9.0,
Detailed trade matrix,Mauritius,South Africa,Cattle,Import Quantity (Head),2011,5433.0,
Detailed trade matrix,Mexico,Canada,Cattle,Import Quantity (Head),2011,809.0,
Detailed trade matrix,Mexico,Canada,Soybeans,Import Quantity (tonnes),2011,136.0,
Detailed trade matrix,Mexico,China,Soybeans,Import Quantity (tonnes),2011,22.0,
Detailed trade matrix,Mexico,"China, mainland",Soybeans,Import Quantity (tonnes),2011,22.0,
Detailed trade matrix,Mexico,Netherlands,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Mexico,Paraguay,Soybeans,Import Quantity (tonnes),2011,180033.0,
Detailed trade matrix,Mexico,United States of America,Cattle,Import Quantity (Head),2011,15069.0,
Detailed trade matrix,Mexico,United States of America,Soybeans,Import Quantity (tonnes),2011,3160185.0,
Detailed trade matrix,Montenegro,Bosnia and Herzegovina,Cattle,Import Quantity (Head),2011,10.0,
Detailed trade matrix,Montenegro,Croatia,Cattle,Import Quantity (Head),2011,33.0,
Detailed trade matrix,Montenegro,Serbia,Cattle,Import Quantity (Head),2011,36806.0,*
Detailed trade matrix,Montenegro,Serbia,Soybeans,Import Quantity (tonnes),2011,540.0,
Detailed trade matrix,Nepal,Argentina,Soybeans,Import Quantity (tonnes),2011,118.0,
Detailed trade matrix,Nepal,China,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Nepal,"China, mainland",Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Nepal,India,Cattle,Import Quantity (Head),2011,11348.0,
Detailed trade matrix,Nepal,India,Soybeans,Import Quantity (tonnes),2011,71293.0,
Detailed trade matrix,Netherlands,Argentina,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Netherlands,Austria,Cattle,Import Quantity (Head),2011,132.0,
Detailed trade matrix,Netherlands,Austria,Soybeans,Import Quantity (tonnes),2011,867.0,
Detailed trade matrix,Netherlands,Belgium,Cattle,Import Quantity (Head),2011,107666.0,
Detailed trade matrix,Netherlands,Belgium,Soybeans,Import Quantity (tonnes),2011,109493.0,
Detailed trade matrix,Netherlands,Brazil,Soybeans,Import Quantity (tonnes),2011,1046950.0,
Detailed trade matrix,Netherlands,Canada,Soybeans,Import Quantity (tonnes),2011,498878.0,
Detailed trade matrix,Netherlands,Chile,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Netherlands,China,Soybeans,Import Quantity (tonnes),2011,1916.0,
Detailed trade matrix,Netherlands,"China, mainland",Soybeans,Import Quantity (tonnes),2011,1913.0,
Detailed trade matrix,Netherlands,"China, Taiwan Province of",Soybeans,Import Quantity (tonnes),2011,3.0,
Detailed trade matrix,Netherlands,Czech Republic,Cattle,Import Quantity (Head),2011,33098.0,
Detailed trade matrix,Netherlands,Denmark,Cattle,Import Quantity (Head),2011,10535.0,
Detailed trade matrix,Netherlands,Denmark,Soybeans,Import Quantity (tonnes),2011,1000.0,
Detailed trade matrix,Netherlands,Estonia,Cattle,Import Quantity (Head),2011,25022.0,
Detailed trade matrix,Netherlands,Finland,Soybeans,Import Quantity (tonnes),2011,27.0,
Detailed trade matrix,Netherlands,France,Cattle,Import Quantity (Head),2011,24182.0,
Detailed trade matrix,Netherlands,France,Soybeans,Import Quantity (tonnes),2011,185.0,
Detailed trade matrix,Netherlands,Germany,Cattle,Import Quantity (Head),2011,423495.0,
Detailed trade matrix,Netherlands,Germany,Soybeans,Import Quantity (tonnes),2011,59836.0,
Detailed trade matrix,Netherlands,Hungary,Soybeans,Import Quantity (tonnes),2011,10459.0,
Detailed trade matrix,Netherlands,India,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Netherlands,Indonesia,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Netherlands,Iran (Islamic Republic of),Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Netherlands,Ireland,Cattle,Import Quantity (Head),2011,40803.0,
Detailed trade matrix,Netherlands,Italy,Cattle,Import Quantity (Head),2011,27835.0,
Detailed trade matrix,Netherlands,Italy,Soybeans,Import Quantity (tonnes),2011,25.0,
Detailed trade matrix,Netherlands,Japan,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Netherlands,Latvia,Cattle,Import Quantity (Head),2011,36480.0,
Detailed trade matrix,Netherlands,Lithuania,Cattle,Import Quantity (Head),2011,50872.0,
Detailed trade matrix,Netherlands,Luxembourg,Cattle,Import Quantity (Head),2011,2736.0,
Detailed trade matrix,Netherlands,Paraguay,Soybeans,Import Quantity (tonnes),2011,632662.0,
Detailed trade matrix,Netherlands,Poland,Cattle,Import Quantity (Head),2011,127654.0,
Detailed trade matrix,Netherlands,Portugal,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Netherlands,Republic of Korea,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Netherlands,Romania,Cattle,Import Quantity (Head),2011,5527.0,
Detailed trade matrix,Netherlands,Slovakia,Cattle,Import Quantity (Head),2011,11735.0,
Detailed trade matrix,Netherlands,Slovenia,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Netherlands,South Africa,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Netherlands,Spain,Cattle,Import Quantity (Head),2011,123.0,
Detailed trade matrix,Netherlands,Spain,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Netherlands,Sweden,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,Netherlands,Thailand,Soybeans,Import Quantity (tonnes),2011,3.0,
Detailed trade matrix,Netherlands,United Kingdom,Cattle,Import Quantity (Head),2011,5275.0,
Detailed trade matrix,Netherlands,United Kingdom,Soybeans,Import Quantity (tonnes),2011,592.0,
Detailed trade matrix,Netherlands,United States of America,Soybeans,Import Quantity (tonnes),2011,588748.0,
Detailed trade matrix,Netherlands,Unspecified,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Netherlands,Uruguay,Soybeans,Import Quantity (tonnes),2011,97072.0,
Detailed trade matrix,New Caledonia,Australia,Soybeans,Import Quantity (tonnes),2011,4.0,
Detailed trade matrix,New Caledonia,China,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,New Caledonia,"China, mainland",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,New Caledonia,France,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,New Caledonia,Thailand,Soybeans,Import Quantity (tonnes),2011,3.0,
Detailed trade matrix,New Caledonia,Viet Nam,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,New Zealand,Argentina,Soybeans,Import Quantity (tonnes),2011,67.0,
Detailed trade matrix,New Zealand,Australia,Soybeans,Import Quantity (tonnes),2011,38.0,
Detailed trade matrix,New Zealand,Canada,Soybeans,Import Quantity (tonnes),2011,439.0,
Detailed trade matrix,New Zealand,China,Soybeans,Import Quantity (tonnes),2011,161.0,
Detailed trade matrix,New Zealand,"China, mainland",Soybeans,Import Quantity (tonnes),2011,161.0,
Detailed trade matrix,New Zealand,India,Soybeans,Import Quantity (tonnes),2011,36.0,
Detailed trade matrix,New Zealand,Japan,Soybeans,Import Quantity (tonnes),2011,6.0,
Detailed trade matrix,New Zealand,Malaysia,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,New Zealand,Republic of Korea,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,New Zealand,Sri Lanka,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Nicaragua,China,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Nicaragua,"China, mainland",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Nicaragua,Costa Rica,Cattle,Import Quantity (Head),2011,8543.0,
Detailed trade matrix,Nicaragua,El Salvador,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Nicaragua,Guatemala,Cattle,Import Quantity (Head),2011,77.0,
Detailed trade matrix,Nicaragua,Honduras,Cattle,Import Quantity (Head),2011,4860.0,
Detailed trade matrix,Nicaragua,Honduras,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Nicaragua,Mexico,Cattle,Import Quantity (Head),2011,95.0,
Detailed trade matrix,Nicaragua,Mexico,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Nicaragua,Panama,Cattle,Import Quantity (Head),2011,80.0,
Detailed trade matrix,Nicaragua,Panama,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Nicaragua,United States of America,Soybeans,Import Quantity (tonnes),2011,1.0,*
Detailed trade matrix,Niger,China,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Niger,"China, mainland",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Niger,Nigeria,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Norway,Argentina,Soybeans,Import Quantity (tonnes),2011,94.0,
Detailed trade matrix,Norway,Austria,Soybeans,Import Quantity (tonnes),2011,86.0,
Detailed trade matrix,Norway,Belgium,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Norway,Brazil,Soybeans,Import Quantity (tonnes),2011,357907.0,
Detailed trade matrix,Norway,Canada,Soybeans,Import Quantity (tonnes),2011,61923.0,
Detailed trade matrix,Norway,China,Soybeans,Import Quantity (tonnes),2011,9.0,
Detailed trade matrix,Norway,"China, mainland",Soybeans,Import Quantity (tonnes),2011,9.0,
Detailed trade matrix,Norway,Germany,Soybeans,Import Quantity (tonnes),2011,36.0,
Detailed trade matrix,Norway,Italy,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Norway,Netherlands,Soybeans,Import Quantity (tonnes),2011,62.0,
Detailed trade matrix,Norway,Spain,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Norway,Sri Lanka,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Norway,Sweden,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Norway,Sweden,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Norway,Thailand,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Norway,United Kingdom,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Oman,Djibouti,Cattle,Import Quantity (Head),2011,5206.0,
Detailed trade matrix,Oman,France,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Oman,India,Soybeans,Import Quantity (tonnes),2011,10.0,
Detailed trade matrix,Oman,Pakistan,Cattle,Import Quantity (Head),2011,710.0,
Detailed trade matrix,Oman,Somalia,Cattle,Import Quantity (Head),2011,99055.0,
Detailed trade matrix,Oman,United Arab Emirates,Cattle,Import Quantity (Head),2011,285.0,
Detailed trade matrix,Oman,United Arab Emirates,Soybeans,Import Quantity (tonnes),2011,3.0,
Detailed trade matrix,Oman,United States of America,Soybeans,Import Quantity (tonnes),2011,286.0,
Detailed trade matrix,Oman,Yemen,Cattle,Import Quantity (Head),2011,12.0,
Detailed trade matrix,Pakistan,Australia,Cattle,Import Quantity (Head),2011,6969.0,
Detailed trade matrix,Pakistan,Belgium,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Pakistan,China,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Pakistan,"China, mainland",Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Pakistan,Denmark,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Pakistan,Germany,Cattle,Import Quantity (Head),2011,10.0,
Detailed trade matrix,Pakistan,Ireland,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,Pakistan,Somalia,Cattle,Import Quantity (Head),2011,202.0,
Detailed trade matrix,Pakistan,South Africa,Cattle,Import Quantity (Head),2011,3.0,
Detailed trade matrix,Pakistan,Sweden,Cattle,Import Quantity (Head),2011,78.0,
Detailed trade matrix,Pakistan,Thailand,Cattle,Import Quantity (Head),2011,3.0,
Detailed trade matrix,Pakistan,Thailand,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Panama,Argentina,Soybeans,Import Quantity (tonnes),2011,2352.0,
Detailed trade matrix,Panama,Brazil,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Panama,Canada,Soybeans,Import Quantity (tonnes),2011,108.0,
Detailed trade matrix,Panama,China,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Panama,"China, mainland",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Panama,Costa Rica,Cattle,Import Quantity (Head),2011,34.0,
Detailed trade matrix,Panama,Guatemala,Cattle,Import Quantity (Head),2011,152.0,
Detailed trade matrix,Panama,United States of America,Cattle,Import Quantity (Head),2011,410.0,
Detailed trade matrix,Panama,United States of America,Soybeans,Import Quantity (tonnes),2011,2694.0,
Detailed trade matrix,Peru,Argentina,Soybeans,Import Quantity (tonnes),2011,15599.0,
Detailed trade matrix,Peru,Bolivia (Plurinational State of),Soybeans,Import Quantity (tonnes),2011,21171.0,
Detailed trade matrix,Peru,Canada,Soybeans,Import Quantity (tonnes),2011,1580.0,
Detailed trade matrix,Peru,Colombia,Cattle,Import Quantity (Head),2011,120.0,
Detailed trade matrix,Peru,Ecuador,Soybeans,Import Quantity (tonnes),2011,60.0,
Detailed trade matrix,Peru,Paraguay,Soybeans,Import Quantity (tonnes),2011,28159.0,
Detailed trade matrix,Peru,United States of America,Soybeans,Import Quantity (tonnes),2011,12749.0,
Detailed trade matrix,Philippines,Argentina,Soybeans,Import Quantity (tonnes),2011,7005.0,
Detailed trade matrix,Philippines,Australia,Cattle,Import Quantity (Head),2011,14901.0,
Detailed trade matrix,Philippines,Australia,Soybeans,Import Quantity (tonnes),2011,57.0,
Detailed trade matrix,Philippines,Brazil,Soybeans,Import Quantity (tonnes),2011,186.0,
Detailed trade matrix,Philippines,Canada,Soybeans,Import Quantity (tonnes),2011,6333.0,
Detailed trade matrix,Philippines,China,Soybeans,Import Quantity (tonnes),2011,314.0,
Detailed trade matrix,Philippines,"China, mainland",Soybeans,Import Quantity (tonnes),2011,314.0,
Detailed trade matrix,Philippines,Ethiopia,Soybeans,Import Quantity (tonnes),2011,263.0,
Detailed trade matrix,Philippines,India,Soybeans,Import Quantity (tonnes),2011,1211.0,
Detailed trade matrix,Philippines,New Zealand,Cattle,Import Quantity (Head),2011,590.0,
Detailed trade matrix,Philippines,Singapore,Soybeans,Import Quantity (tonnes),2011,855.0,
Detailed trade matrix,Philippines,Ukraine,Soybeans,Import Quantity (tonnes),2011,1072.0,
Detailed trade matrix,Philippines,United States of America,Soybeans,Import Quantity (tonnes),2011,31007.0,
Detailed trade matrix,Philippines,Uruguay,Soybeans,Import Quantity (tonnes),2011,3337.0,
Detailed trade matrix,Poland,Austria,Soybeans,Import Quantity (tonnes),2011,198.0,
Detailed trade matrix,Poland,Belgium,Cattle,Import Quantity (Head),2011,684.0,
Detailed trade matrix,Poland,Belgium,Soybeans,Import Quantity (tonnes),2011,2734.0,
Detailed trade matrix,Poland,Canada,Soybeans,Import Quantity (tonnes),2011,796.0,
Detailed trade matrix,Poland,Czech Republic,Cattle,Import Quantity (Head),2011,2201.0,
Detailed trade matrix,Poland,Czech Republic,Soybeans,Import Quantity (tonnes),2011,491.0,
Detailed trade matrix,Poland,Denmark,Cattle,Import Quantity (Head),2011,604.0,
Detailed trade matrix,Poland,Estonia,Cattle,Import Quantity (Head),2011,60.0,
Detailed trade matrix,Poland,France,Cattle,Import Quantity (Head),2011,106.0,
Detailed trade matrix,Poland,Germany,Cattle,Import Quantity (Head),2011,5961.0,
Detailed trade matrix,Poland,Germany,Soybeans,Import Quantity (tonnes),2011,506.0,
Detailed trade matrix,Poland,Hungary,Cattle,Import Quantity (Head),2011,36.0,
Detailed trade matrix,Poland,Hungary,Soybeans,Import Quantity (tonnes),2011,20.0,
Detailed trade matrix,Poland,Lithuania,Cattle,Import Quantity (Head),2011,6053.0,
Detailed trade matrix,Poland,Netherlands,Cattle,Import Quantity (Head),2011,1084.0,
Detailed trade matrix,Poland,Netherlands,Soybeans,Import Quantity (tonnes),2011,2244.0,
Detailed trade matrix,Poland,Republic of Moldova,Soybeans,Import Quantity (tonnes),2011,2474.0,
Detailed trade matrix,Poland,Romania,Cattle,Import Quantity (Head),2011,509.0,
Detailed trade matrix,Poland,Slovakia,Cattle,Import Quantity (Head),2011,5492.0,
Detailed trade matrix,Poland,Ukraine,Soybeans,Import Quantity (tonnes),2011,16277.0,
Detailed trade matrix,Poland,United Kingdom,Soybeans,Import Quantity (tonnes),2011,5.0,
Detailed trade matrix,Portugal,Argentina,Soybeans,Import Quantity (tonnes),2011,16219.0,
Detailed trade matrix,Portugal,Austria,Soybeans,Import Quantity (tonnes),2011,33.0,
Detailed trade matrix,Portugal,Belgium,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Portugal,Brazil,Soybeans,Import Quantity (tonnes),2011,245908.0,
Detailed trade matrix,Portugal,Canada,Soybeans,Import Quantity (tonnes),2011,17689.0,
Detailed trade matrix,Portugal,China,Soybeans,Import Quantity (tonnes),2011,118.0,
Detailed trade matrix,Portugal,"China, mainland",Soybeans,Import Quantity (tonnes),2011,118.0,
Detailed trade matrix,Portugal,France,Cattle,Import Quantity (Head),2011,253.0,*
Detailed trade matrix,Portugal,France,Soybeans,Import Quantity (tonnes),2011,95.0,
Detailed trade matrix,Portugal,Germany,Cattle,Import Quantity (Head),2011,280.0,*
Detailed trade matrix,Portugal,Germany,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Portugal,Netherlands,Cattle,Import Quantity (Head),2011,243.0,*
Detailed trade matrix,Portugal,Netherlands,Soybeans,Import Quantity (tonnes),2011,197.0,
Detailed trade matrix,Portugal,Paraguay,Soybeans,Import Quantity (tonnes),2011,165038.0,
Detailed trade matrix,Portugal,Spain,Cattle,Import Quantity (Head),2011,3317.0,
Detailed trade matrix,Portugal,Spain,Soybeans,Import Quantity (tonnes),2011,8413.0,
Detailed trade matrix,Portugal,Ukraine,Soybeans,Import Quantity (tonnes),2011,15739.0,
Detailed trade matrix,Portugal,United States of America,Soybeans,Import Quantity (tonnes),2011,172812.0,
Detailed trade matrix,Republic of Korea,Argentina,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Korea,Australia,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Korea,Brazil,Soybeans,Import Quantity (tonnes),2011,386076.0,
Detailed trade matrix,Republic of Korea,Cambodia,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Korea,Canada,Cattle,Import Quantity (Head),2011,1.0,*
Detailed trade matrix,Republic of Korea,Canada,Soybeans,Import Quantity (tonnes),2011,13465.0,
Detailed trade matrix,Republic of Korea,China,Soybeans,Import Quantity (tonnes),2011,105717.0,
Detailed trade matrix,Republic of Korea,"China, Hong Kong SAR",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Korea,"China, mainland",Soybeans,Import Quantity (tonnes),2011,105717.0,
Detailed trade matrix,Republic of Korea,"China, Taiwan Province of",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Korea,India,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Korea,Israel,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Korea,Japan,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Korea,Mongolia,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Korea,Myanmar,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Korea,Paraguay,Soybeans,Import Quantity (tonnes),2011,89276.0,
Detailed trade matrix,Republic of Korea,Peru,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Korea,Russian Federation,Soybeans,Import Quantity (tonnes),2011,92.0,
Detailed trade matrix,Republic of Korea,Singapore,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Korea,South Africa,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Korea,Thailand,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Republic of Korea,Turkey,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Korea,United Arab Emirates,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Korea,United States of America,Cattle,Import Quantity (Head),2011,131.0,*
Detailed trade matrix,Republic of Korea,United States of America,Soybeans,Import Quantity (tonnes),2011,552931.0,
Detailed trade matrix,Republic of Korea,Uruguay,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Moldova,Austria,Cattle,Import Quantity (Head),2011,32.0,
Detailed trade matrix,Republic of Moldova,Germany,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Moldova,Italy,Soybeans,Import Quantity (tonnes),2011,20.0,
Detailed trade matrix,Republic of Moldova,Japan,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Moldova,Netherlands,Cattle,Import Quantity (Head),2011,328.0,
Detailed trade matrix,Republic of Moldova,Serbia,Soybeans,Import Quantity (tonnes),2011,7.0,
Detailed trade matrix,Republic of Moldova,Thailand,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Republic of Moldova,Unspecified,Soybeans,Import Quantity (tonnes),2011,65.0,
Detailed trade matrix,Romania,Austria,Cattle,Import Quantity (Head),2011,54.0,
